references;referenced
14870;821061
1736531;848847
1781265;1546718
1209436;140752
408900;763243
1699834;602342
1596488;1426774
1364731;1396951
1237346;1003506
184813;33279
633195;133010
1228401;1333795
1601845;749663
1119309;1634989
1331044;58261
589191;449952
1560356;818681
419665;836998
1331044;562991
1639614;1017254
1253601;1227021
114370;1815832
941119;985654
955581;1114199
624282;531080
1375381;686859
75756;1435983
1103071;1555134
1456877;875060
74282;1325840
883989;1549602
1264496;313239
771368;1803942
610574;1516187
1586812;610698
536083;600256
354644;335626
1264496;1344391
681381;266910
1241505;1249308
1353487;803423
853273;1635677
1603800;1391546
265079;298915
679325;953868
260539;237421
929966;748915
266910;837272
852620;215364
965074;313239
1039100;17684
1331044;154746
718550;81804
1293411;316117
423593;1474627
1311723;13407
74721;1769274
901870;802089
804213;806442
1103071;566695
1395493;601150
1467391;1012494
325432;1344391
952181;444631
1119501;1344391
636784;905619
1014505;683433
644890;1543681
243668;778541
1374109;1696001
1238551;357869
73348;1453948
1684067;872221
1454243;1585681
1264496;193936
804213;916564
496663;1012494
1681560;607355
916564;161955
743434;574966
721413;1424008
341064;1147305
277504;1275901
675534;954827
1150432;521312
1621029;215497
914608;1485153
706544;848072
1560356;679325
1084323;953868
149980;1736531
187573;773737
1375381;1525688
1105437;1241505
612668;161269
621898;626168
1521632;502452
429510;1568722
1456877;1189345
896825;905619
1104569;1250181
325432;193936
379174;1541341
669189;401435
1539337;258555
359688;209002
1766988;1632907
229333;539917
217802;1439875
1623823;414512
1807198;770098
218636;1350866
529914;1572317
378968;40399
658104;1497272
763243;1091
59226;610698
1373685;567418
237040;1792183
901073;1581160
649502;364583
120828;1519294
435147;772349
882327;1543681
878239;270053
1106092;1257502
122273;1418546
1448802;1516187
1679128;1803942
386281;433966
1341035;82554
1286905;1451898
716434;1027884
356562;1546711
1552205;885045
517575;506323
1199894;891461
422477;806442
695700;1453065
675534;1103124
1456491;883989
128236;164434
578238;437115
757312;389256
373515;1469167
1610527;1452476
331548;755599
72095;566695
1206233;669189
9415;1089315
804213;444077
206076;885045
630802;579773
1361815;1057598
475113;147329
601863;614350
1624977;1012494
883526;789097
215364;12993
164942;1517802
80570;1636364
121829;1769274
432784;579773
1415382;41593
1333158;1301044
362434;954689
1665332;846391
520364;1125027
1090942;609973
1047238;433966
1609104;1126833
1664788;1082094
1645939;1788602
1768292;1221507
499848;378968
482782;243668
983431;1733407
809930;415342
188435;1519481
1349526;1221507
1682350;93427
215741;1137975
791175;1072439
1007187;133010
783033;1699565
159256;1546088
1672743;1772954
1184209;808287
1624977;1118428
769826;763243
1309347;535049
612668;170076
852957;355512
140204;433966
159256;1090942
1202812;144733
223002;1330140
1667187;1010108
10889;685547
1084323;170076
675534;85772
31888;569578
1253067;117599
1639614;709763
769826;1494849
804213;1576036
875060;848847
541011;986644
1713131;1658827
77161;997982
755721;584704
682106;356562
886613;603151
163313;1353487
1137975;1309347
1163984;849475
424836;474464
1568173;506323
1014487;1378886
1276130;772349
1640642;758850
1699467;705233
454203;1395487
639332;1695053
1094945;1017254
1353223;473070
94496;1387178
344829;826519
246555;31350
1655456;1040444
1025374;1280042
1733407;533918
73220;707638
845840;1529367
494408;1709287
672252;344302
810979;1588621
143119;767593
1184209;161623
1707499;1330140
1475560;268343
1387396;745926
228692;433428
853962;1422719
73348;24781
15883;1095886
1568722;1257742
40845;758850
1250848;375225
21456;214505
1469449;1239202
853273;1208749
988813;1724306
1530546;1580328
661497;1606389
1054770;739243
972195;1274721
1544043;1395493
1607723;354644
891461;382732
1082094;331548
670472;21805
1736712;802089
1670791;1203397
344196;405529
875060;490186
809930;538914
564427;1228726
198227;1040444
849468;905619
268983;1095886
463804;357869
427331;1352185
338585;1524040
997982;1127706
227494;1502707
1634188;356711
1581292;1074314
738913;1670048
932055;972195
477134;803423
1524040;512839
854128;1253720
1535012;1419645
1344391;621301
376474;1645939
316117;794766
317536;765817
769408;1768435
1045715;107151
1013871;1159246
1606389;1557031
1506965;770098
1347185;900503
352759;521312
223002;1502707
658766;137780
138209;1269823
1104220;1341035
1140292;1354731
852874;144733
1379113;1344391
1223967;732615
31350;885045
1017254;230160
480945;536083
1420181;1575397
1636364;1307349
120828;451500
1750090;1644630
1605931;11895
440308;40399
164296;375225
1736712;294944
609973;1485153
1363491;853457
833910;1284694
1585681;1061598
1814947;1546852
6522;1712050
1530546;1250848
408374;602342
1380026;1456321
71126;1549905
197896;1387396
846542;867563
760576;929837
1118428;1311723
309773;1807063
600962;972797
1331044;234105
326638;39294
1148152;1576036
364042;853962
769826;249145
1312587;374795
670148;1348836
1788602;533285
582745;245881
1172257;65220
1670048;1186722
1666476;1577540
1605645;1696001
1038942;872221
263297;477134
717609;719168
905619;683433
255264;54153
1814947;1709002
1226599;1658744
853962;748915
877544;1660204
252915;155814
1039240;1010108
1546088;1681560
778541;77161
359688;234105
1349526;487783
1772954;1803942
423216;1739009
396995;1369647
405103;73508
390085;490186
1046654;1307349
916564;536083
880330;1535111
1201017;1316039
1576099;1368903
344537;680940
292799;796041
660320;1549905
1405747;184619
1392181;719760
845024;69894
1664829;1813111
877544;1619398
352759;1286905
137649;464794
1221507;1055523
1455769;957618
523061;249145
164784;608724
637774;1211384
1249622;260539
1739009;1623823
1034194;54153
1214725;1227021
1543681;759149
1203397;136660
72095;883989
1616176;544946
502452;1248930
680940;1000462
376474;597714
1546711;474464
499447;804213
572296;1635677
506156;705233
804384;1240319
1454243;1705659
848847;197896
536083;71126
1030874;378968
284492;302288
1333772;444631
354571;600256
331231;1005427
1553690;364583
1380026;1143756
1771662;1636364
11779;1739009
1032007;455583
687179;1538262
1645932;941119
1697457;847410
718550;808474
1619002;1118428
527709;1431982
1624977;1708665
1291450;161269
972195;1249622
329271;1264496
1494849;1497272
813000;1725461
1036971;77161
397387;419665
294493;819435
1429480;205867
942590;771098
1403418;602342
609973;1657854
1466306;608567
1039487;37090
270373;314725
392052;749663
1237346;398591
421533;1803942
480945;1636364
1194496;1032599
24270;789508
1082094;506156
1388;1300418
1475749;628035
1453948;754613
1775011;1131298
771368;664311
716692;1249622
712173;85772
1248930;37090
846542;1159246
1739009;193554
880416;1684067
1449637;1635677
1019378;1635677
1736531;658272
971366;1807063
72095;598832
747610;223002
1513246;1239507
1684067;1344391
1664829;1382853
1416591;270373
74282;1768292
390085;1494332
1083924;402724
313239;1115014
137780;41593
899480;850732
765817;731109
549212;249145
1039240;81804
669531;652320
1393252;529914
162019;1419645
1280519;111790
517575;905794
78484;1570380
72095;270373
749663;1039487
416007;1127782
1291450;1047238
1771662;6522
1371721;539040
1609104;1677821
1329644;654655
660320;1436831
584305;56467
1344391;401435
621293;1020441
731271;800331
1455769;336781
1476190;69894
746710;1061598
1147632;437115
277504;692678
1688;1327342
718550;848072
1669984;720048
1095886;1103071
988813;229287
433428;842405
1173719;608567
1536250;189951
1241505;161623
162256;40133
308120;1368903
1635983;1810403
685547;800331
1509457;1716356
686859;1543681
1202812;437115
1466306;309773
804213;1280519
860825;1705659
1026887;1014487
1560863;1139486
723740;1736531
489690;456073
1441238;35048
842930;1664788
538914;214505
1665332;1366722
212029;680940
1269501;446155
607982;310749
273782;1244547
653893;1426774
1689283;883989
189951;1799546
523061;1082094
405529;985654
670472;852957
674505;598886
395173;1716356
1544867;1253795
1147632;161623
1645439;1329644
1183563;773755
1114199;1766988
327400;1794591
562665;1527892
1333772;1527892
1486661;755721
1171487;99023
308120;1057598
1216380;80570
612668;875054
308120;943288
1250181;914608
1585681;1658385
544946;1485153
43287;444631
581576;536083
915898;905619
955581;876431
642410;37090
441213;1383945
379597;198536
336781;579773
742838;1803942
911753;1020441
224561;1472156
161441;494408
120346;185553
671169;891461
216418;1152767
853457;1460658
1709002;185553
1147305;1538985
600962;223960
1448195;1568722
406557;1622774
1150432;773669
1380946;198536
464794;1601417
496663;707638
562977;474464
781991;685073
653893;770445
1569375;1431982
1239202;598801
1632518;75756
364042;40399
24270;272511
1399713;883989
1102462;1253067
619728;1244547
932773;388271
1026942;1604754
1716356;260539
385951;1657854
1352185;1089315
618979;545983
292799;1333795
976710;136660
1228401;197896
284180;988813
364042;198227
72147;789711
1039100;1550618
445474;915898
1564209;728297
302288;337358
385606;155814
440308;1581815
1449637;408900
1089315;1218527
490820;1586417
1470692;1457765
1625323;192912
454203;449952
320896;335626
1172845;916140
325970;1103989
89833;267718
1530371;263297
270053;444631
344302;361876
958059;933276
601150;415342
155814;1366722
602342;1015068
773669;1549602
915898;336781
309773;5411
1462352;770958
1482794;658104
1789024;1778470
1275901;1512767
848072;872221
1165981;92058
1777805;1286905
687179;658766
767593;184619
876610;1264496
954827;72095
75067;1022019
489690;1395493
1716356;74282
765817;260313
1114199;208772
364583;1278913
152372;398591
1074314;584704
961605;404804
245206;388271
1112477;162256
1450348;1329644
164784;915898
1566896;770098
604005;75756
503214;301193
661497;767593
1368350;1089315
1032007;1028584
233935;574966
1333158;284180
802089;582745
108390;341221
600256;1469167
284492;1521632
258555;653311
1191051;972797
40449;433428
581576;549212
1570380;1747233
1524040;1373685
1188814;1368903
1479521;910438
149844;1517802
198536;826519
1488658;1658827
278968;1632907
482782;161955
1521201;294944
1655456;485597
1435009;1312587
129505;1113407
140204;653893
1307349;1632847
1495587;775502
1513246;883989
309476;1455769
1003506;1005427
1766988;128280
912575;82554
1678501;1756334
559767;15548
1249308;506156
1449118;155019
867563;1568173
130022;1246494
165983;163357
246555;1114802
705233;1768435
140240;881173
1450088;133010
615364;523061
1634958;1604754
1434443;1185599
570361;686581
1306813;822868
26038;1436831
1331543;1172257
1161143;1039487
972044;621425
445474;75756
31888;1240813
1490167;1797556
533918;1693729
1519294;11895
340305;16160
1538985;297972
309773;653311
388271;155814
1264496;1681771
1766615;346441
1131715;1333795
273782;12993
1255550;1632907
922595;717609
215073;473070
964096;52192
65230;1249308
1689283;922595
1055406;1519977
148797;111790
849475;263297
1045904;181847
732615;1485153
929682;582745
149844;1817027
815469;313239
852874;1456321
769826;1645862
837272;521312
721413;1118428
356562;279698
437115;1595122
1393918;187573
1476190;743434
1544043;978071
1038054;1632847
433966;1161795
444631;1239507
1159246;1497272
1288969;302949
1352185;449364
693747;1253601
1239202;81804
1488658;423593
1245134;117599
448194;853457
808474;493438
610751;1240319
16022;1055406
249145;20175
313083;686581
1535012;1161795
626168;464794
1380026;1403037
910438;1448029
1636364;153060
89833;482782
448194;791175
866687;313239
224561;972797
1444155;758850
1450088;1538985
1039240;1778470
672252;778541
1678501;748915
1613350;574966
1487729;652234
127103;414512
938741;1546718
1573833;1807063
865632;1622774
1199894;1147632
1077251;759219
94630;803423
292799;385572
1441238;679325
389256;1354317
148875;223002
153917;1347185
579773;1472329
269276;1079039
40380;1218774
224561;38130
824020;244475
1518885;167261
503857;356562
232572;52192
882228;445523
458983;1145009
1476190;964162
1418546;856447
1472067;1637245
764200;1527892
217021;1495587
19779;876610
1525688;607355
161955;1147632
1549638;1382853
1300418;1546852
408374;1311723
844961;1397698
1089315;719168
268343;1630115
392885;392052
113796;937946
1619002;573701
846542;683433
1426046;1283987
354644;1418546
341064;217021
612668;463804
755599;1063894
1418546;958059
772901;1411852
320786;719760
374795;309773
11068;1249308
414512;907500
1040444;1700909
1496982;837272
872221;1714427
1300418;1078069
1041778;1693729
1114802;626168
810749;1817027
1103071;910438
555508;617844
1107177;24781
592776;564427
678483;858943
490876;602342
562665;476394
161955;285180
732193;198227
1408385;155524
813000;1636364
1638427;940895
734514;916140
469815;1368903
313502;579773
1494232;1012494
601150;378968
1521201;743434
1446810;497513
1673282;826519
732193;396995
212029;621293
1067598;1768435
1045904;1426774
842930;1568173
1255550;87791
1019276;771098
215741;1240319
806442;465329
1279312;707638
505947;1017254
1393469;719168
466220;695700
1119501;849468
1072499;198536
445523;1366722
344302;1147632
1576099;538914
254830;702972
791175;340305
1036492;155814
466220;1494849
34988;284492
1560356;192912
233935;1086356
1183563;1392181
858685;612668
672965;1657854
572296;626168
344537;1645439
92058;858943
1025374;538914
13070;230160
792443;1429480
1283987;972797
1214725;1810899
1452476;686859
1442764;1770742
330977;1072439
1289430;858685
1078805;846391
59226;1241505
102669;270373
1599876;346441
1417976;1110498
1216380;297972
1026942;600962
1549441;1613350
1224371;155220
946913;709763
305562;626168
1601417;1330140
407910;380549
1023596;1502707
511318;89833
936110;769408
678483;1095886
1713610;1235110
26038;1681560
1689283;658272
1602910;140752
1026887;1032800
1209436;266910
1291882;1546852
10889;964162
1030874;849475
1184209;1621029
223002;78484
1221498;1576036
296862;198536
505143;1022019
502452;1696001
27301;1448152
868042;398591
1771662;1803942
287040;1549905
129505;1296338
1362128;193936
701070;1453948
155220;846542
945375;630671
535049;833112
1017985;1650738
575280;1713610
1385890;1248930
1546088;1309347
408900;471357
1452476;1502707
1041778;356562
884621;421533
1721467;1243554
360435;1341035
554285;743434
907500;1613350
277504;1001706
198227;1032800
1390698;309773
1519977;267718
833112;808474
1218774;833112
332533;686581
1024814;535179
653893;1163984
630671;1697457
836998;1634958
1005427;1739009
1666719;1448152
842405;148797
285180;653893
480945;1803942
477134;1159246
1104220;1027884
796746;555508
1258373;628035
895989;946913
248911;872221
1078069;511208
1453948;842405
143119;1275901
1586710;425490
931202;356562
1451898;695700
69894;1696001
77161;161955
8373;144733
1475397;1029012
415788;1086356
795791;708858
1421983;458772
1581292;305562
1476190;876431
875060;243668
1581160;1446963
848696;809930
1472329;1568173
900300;579573
317536;1380946
1472067;1568173
766658;473070
1556219;621425
162019;1071405
1163338;378968
614894;1557031
998294;760576
1365286;330141
1378886;161269
878239;1733407
480214;1046654
407910;690996
427331;660320
716856;682106
745926;1494332
1547416;512839
1191051;1416591
195760;1118428
1165981;310749
896825;852957
1396951;16160
1698728;1657854
1546852;1279974
45886;707638
455583;1239507
94496;497513
1005427;71126
1375381;33279
140204;1799546
1519481;1329644
16160;1667187
789508;748915
193554;1361815
1798268;1747233
1454243;464794
134560;1048746
441213;653311
279698;1546718
184619;1186722
728297;1515215
234105;603379
1626643;197896
293295;344302
121829;1736531
104967;221287
398591;1494232
1519977;608367
642410;1725461
330141;612191
1363538;1448029
1078554;612191
672252;1657854
1653831;1515215
1543088;512839
914322;723740
493438;535049
1666719;111790
617844;1248930
395173;356562
683433;584305
372240;373515
1619398;1039240
313502;1326065
1486661;802089
80570;11068
806442;1485153
758481;317670
12993;1448802
24781;138209
380549;490186
1390698;1113407
1297928;1518885
850732;212088
185553;602342
1640642;1700909
765306;1441238
957618;1632847
136819;1670048
1714427;54972
1036971;826519
1815571;1429480
1337573;1067598
1456321;773737
897687;434796
1696001;346441
1240319;373515
75756;1520693
480945;803423
1096736;249145
600256;1039100
1619398;511208
941119;1078069
1288969;1366722
708858;1546088
1448639;937946
1537167;31350
788572;119386
603151;1436831
852384;796041
1525688;1017296
1072499;910438
940895;1082094
1602910;512839
1199894;336781
1292428;1622774
1388;1681771
1178595;915898
1026887;192821
1616176;354644
572296;382732
1086356;506156
419665;1017254
360864;1026942
360435;121829
1383945;1441168
758481;1536770
539040;1813111
83404;193936
43287;136660
386281;618247
260539;515422
1077251;1733407
159256;69894
808287;1736531
421533;1123136
584305;1189345
853457;1515215
1183563;465329
1249270;535049
1366829;1255550
964162;1039487
503857;854128
956042;1147305
1700909;1225118
1312587;832393
758481;1197573
28916;1569375
658766;1241505
1027525;154746
1103655;72147
850732;1419645
847042;1190613
1661019;1364731
755721;1086356
258555;670148
1485153;1027884
804069;867563
1581292;293295
1533899;1072439
922595;505558
1275901;1103989
1627759;842405
72095;1560863
1006438;263297
120828;1482794
875060;1127706
927670;128280
1689283;1039487
1289923;664311
760576;1208749
1475749;980020
1515215;745926
82554;1180520
1693667;1698166
1358953;745926
1396951;754613
775880;1316039
589191;1278913
313239;986644
430170;709763
957618;1404390
1039100;499848
1813111;564427
1472156;1678501
1083924;683433
1198182;12993
361876;1017296
18993;189951
385606;1363538
291511;537828
1257502;506156
1031492;1471507
1007187;1113407
1362128;1137975
11068;1028584
1258373;1521201
1024814;941119
1799546;585590
1289923;1086356
851637;600962
703774;608367
415342;1557874
164942;1114802
930596;16160
1766988;1581160
802377;1426046
714243;1696001
731271;901870
1112477;803423
1039487;536083
232572;579773
1448195;1089315
148797;1810899
215274;351505
1364731;1807063
448194;1632907
52584;883989
1288969;1032599
1692687;1557874
1446810;270373
943288;620598
562977;579573
1544043;1645439
390085;1645939
1326468;245206
1019378;743434
1184209;1531151
1681560;1768292
234105;1813111
791645;1436831
520364;444896
1810055;818681
1803971;1208749
388271;215364
989627;1521632
529914;1546718
1358953;910438
855327;1341035
911753;1563810
121829;54153
681012;1216968
1419368;1817027
833910;1335738
1577540;1699834
1253720;1341035
456320;429510
1699834;357869
899062;759219
909340;1093371
1442736;1697743
1137094;1789024
1716356;144733
234643;1530371
598832;1709002
441923;10889
573916;260539
1627762;852449
852874;965074
1535012;743434
223002;1067598
1329644;1114802
1258373;161269
1736712;1213380
163357;1228939
770445;1560356
398077;579991
1082713;317536
1237346;263297
1283987;652234
173821;705233
601150;244475
770958;610275
107151;1366722
233935;1363491
1464495;1024814
1607723;1083924
1506917;385606
562665;1613350
128280;1211384
1284694;1269823
1736531;1724306
822699;598801
618247;1531151
1131298;1568173
738913;754613
124858;1546711
444077;911753
1275901;848847
1441238;1275901
1115014;1301044
238950;1605552
1235417;714243
1436831;1769274
1515215;1039487
1082094;1770742
173821;1658827
1581016;584305
712173;848072
1012444;11068
1103124;1300418
402724;446831
223960;1194496
692179;1337573
1036971;865609
1299839;658766
544543;582745
867361;562991
1563857;488010
613737;1366435
623325;745926
40449;1474627
164296;709763
1348836;1240319
108831;754613
899731;1221507
956042;1714427
1623823;1180520
429510;1239202
1707342;1185599
16022;1813111
1406246;85772
15335;1645439
1537870;1330140
1363491;506323
435147;54153
520826;298915
253597;162019
1547416;1392181
824020;621425
1057598;865609
1669984;13070
1788602;1361815
15901;505060
320944;1688
669531;1410082
275008;1700909
1321008;1419645
1140107;421533
1307992;731109
775880;800331
690996;1660204
1040562;1766746
352166;147329
390085;1709002
1630115;933276
1147978;354644
1353487;1382853
608367;1813111
1709747;1366722
1807063;490876
449952;155814
490200;885045
155814;1103989
1288969;316834
695700;1253720
121590;1063894
1253067;1512767
469815;808474
449952;1614943
1605552;1623823
932055;402670
914322;302370
759149;1280519
148875;140752
1546852;1031492
1484282;1688939
1574828;594905
637774;1596311
1096736;449364
877544;1028584
405103;1560863
354571;1364731
875054;706759
563404;107151
773965;404804
1434443;1363407
136819;1593702
1233378;1156348
1246494;1667234
215073;575280
396995;313083
914608;335544
1606389;36490
340305;36490
303506;1766615
1636364;1472329
612668;181847
1327342;184619
129505;130022
661497;961884
1519294;320228
1039487;421533
506323;760576
1668433;1453948
609253;547392
493721;119386
86197;1475749
637774;195760
1385890;539049
1601417;950275
326638;40380
252754;136819
1122808;1083924
1376759;303506
1586710;610275
687179;317670
769826;1118428
1122808;794766
444631;608367
309476;1137975
745926;482782
1788564;398077
1358181;1435983
220998;1810403
1634958;1024621
13407;184619
215274;1039487
1776275;52584
120343;12993
1593702;1203397
515592;1005427
953868;344829
515036;1475560
278968;621898
603379;85772
40399;152807
1028584;506156
1586417;1519294
721413;1709287
1272897;1047238
397387;1255550
246555;144733
1566896;1601417
408374;1074707
54972;1015068
636784;136660
1716356;415342
610275;882327
444077;463804
598801;71126
489690;1309515
1039487;162256
1645862;433428
1078805;121047
739243;988813
642410;1603800
93427;274816
1377244;1410082
232572;1131298
361416;303506
545983;1010600
404804;1815832
163313;1606389
897687;1792183
670472;761799
1431138;1227021
460995;1406868
877544;808287
572518;74687
652320;352759
1206203;35048
1364731;40845
1440731;1452422
24781;860825
1581934;808287
1494232;1027884
1419368;225523
361876;584704
760576;626168
671169;905619
1616176;910438
444077;1156348
1518885;1709002
958059;476394
1150432;313083
1362702;1114199
1143756;574966
170076;313083
1605552;238950
896825;1228939
1672743;959509
1748150;845024
488010;1733407
1295707;1613350
1253126;189951
1208749;1453948
1807063;1614943
668849;234105
175092;317536
94238;853457
40380;28916
1223165;997982
751588;758850
668708;1422719
601863;1557031
1280042;671761
1090942;399837
618247;907094
320786;1462352
490200;1658827
985654;1395487
1361815;654655
842930;1337573
266910;683433
1259022;1272897
1093371;1395487
1470692;826519
71126;60318
35479;54153
670472;846391
929966;43929
490876;1027884
13205;1544043
707638;1716356
418632;317670
997982;1105437
236116;444631
1365889;1147305
620598;309773
1291882;770098
700355;1131298
137649;237528
1393918;959509
674505;1082713
20175;1732060
1248930;1118428
848847;187573
1692481;608567
976710;988813
1436632;572518
1513246;1395493
878239;1072439
1404390;910438
523061;1410082
1221552;1257266
190289;1110498
1748150;1147632
584305;961884
783033;1546718
1725461;1637245
1172257;1261299
950275;954827
392408;997982
1054770;886613
424836;1533899
563404;140362
758850;314725
330977;1392181
539917;252915
855327;499848
1490167;809930
942590;117599
301193;223002
772901;155524
1203397;1698166
456073;1250181
932055;535049
1045715;867361
302370;1435983
1775011;221287
226082;451916
1576036;1543681
880700;11068
972797;1470373
1406246;1519481
974689;1766615
140752;1581016
1442736;773737
473870;1586417
773737;980020
1421983;38130
162256;1352185
493438;818681
1422719;870555
229333;11068
1198182;54153
221938;1185599
1132861;849468
639332;1670048
1487729;852620
1084323;884621
1221507;270373
1200926;1154133
1267893;10889
348325;223960
573701;1527892
309696;1645862
661497;628729
396995;1027884
1132564;1451898
431092;1640642
830421;1803942
573916;607982
585167;1789024
1132861;41593
755721;527403
954605;1813111
1698766;1494232
1476190;1103071
431092;598886
895989;1436831
633195;313083
31888;603151
716856;1257742
1486661;1422719
1467391;1538985
161312;29521
95708;558617
880700;832393
708858;137649
1131715;1031492
1118510;65230
856777;1040444
1296112;432784
241752;1127782
573701;128280
400899;1544043
128236;308747
1619002;1159246
600962;60318
1315694;437115
562991;1633124
1180520;1317116
171057;136660
1552804;706759
1041107;74721
206076;87791
72095;794766
858012;503214
1387178;1673282
1014505;1444155
905033;1048746
1448152;1180520
716856;1627759
252915;1238551
121590;1329644
113796;364042
1438690;777721
113796;1224884
1118510;236829
243668;1441168
455583;1549905
246542;1581160
671169;1453948
1240813;610275
1385890;555508
465329;1211384
1270031;603379
612191;942590
1501825;1666515
1692687;506323
1317116;955581
585167;473870
1374109;320944
914563;520826
1006438;957618
1697457;329271
668849;73220
1521513;1078805
433966;161955
473070;1657854
1331844;880700
502452;1670048
637774;121829
1638427;1418546
1772954;1632518
719011;1546718
400899;129505
1119309;1253795
1707499;1693729
1515215;1205211
1610527;1104220
916140;1549602
1032007;1624977
791175;1144321
653893;1277066
929837;1712050
1022019;880330
1448152;1411852
1436831;1186722
1040463;661497
129505;1456321
707638;1658827
210635;1733407
1541341;763243
775880;1137975
1513246;1205211
1224371;712173
136660;1709002
1607723;198227
385572;1666515
770958;1147305
1013863;598801
1194496;1527892
605810;1568722
385606;1681560
1317116;313239
946913;794766
448194;1552804
1201854;12993
1769274;1512767
308120;1658744
215741;263297
1237346;1038880
1454243;1221507
1474208;313083
331548;765817
309696;1005427
1209391;986644
405103;385606
824020;1327342
555508;1747233
974689;356562
1603316;1581815
1047238;1221507
511208;163313
636784;875060
1506965;1161795
683433;408900
749663;434796
732193;1419645
807719;266910
31350;1161143
1024621;536083
646095;1086253
826519;287040
1657854;1147632
1056348;434796
852449;450079
52584;482782
1106904;1435009
121047;719011
1581621;1365889
935063;422477
1814502;901870
1448639;356711
43929;815469
253597;1017254
224561;955143
581576;1442736
1462352;614350
320944;620598
1674;1418546
1814947;444896
1546718;111538
270053;65230
335626;1369647
1029012;403334
1497272;938741
45886;1517802
1012494;719760
899731;471357
490186;875060
320896;1301044
360435;848072
1366435;1613350
1739009;506323
215100;872221
501892;279698
1299715;1159246
1501825;1475749
379174;1321008
1576036;249145
505060;1693865
10889;1404390
1553690;317536
1245134;628729
679924;1017254
86197;533918
382143;1476506
681012;1079039
1137094;1127706
155814;703774
1776275;75756
1199894;686859
1405936;1082713
1326065;1549905
1616821;1557031
1113407;1512767
162019;1422719
1616176;1535012
341636;432350
252754;1082094
1172257;1327342
685073;1278913
228008;1448152
352759;707638
1553690;317670
187573;1078805
148875;1010108
742838;1082713
284492;654655
326638;1027884
1807198;763243
1546718;330977
1306187;487783
1268304;579773
1452876;317536
613737;336255
176264;652234
573701;441923
1011709;883989
933276;1329644
598886;564427
732615;1557031
1309347;1013863
719011;899062
1326468;1118510
1264496;1637245
932055;476394
294944;384603
1610527;224561
544543;1277066
190289;1147978
1788564;43929
1039487;1456877
773755;11895
1279974;1547990
1573833;1769274
1315091;18993
585167;133010
9415;209002
583487;1697743
1520693;1180520
1275901;997982
1395487;1453065
1071939;1634989
1450348;682106
236829;1082094
777864;1239202
121590;1568173
214505;1061598
224561;761799
15883;184619
690996;352759
605810;1549905
989187;1535111
1699834;1364731
837272;302288
1600357;541011
8763;1039487
499848;649244
215364;1296112
1566896;755721
867563;703774
476394;658766
842930;1557874
425490;1623823
482782;444896
850732;1543681
99023;437115
294493;1047238
1798268;1337573
35048;706759
1399713;1005427
1024814;5411
971366;791175
404897;1521632
965074;263297
223960;444077
1427644;601150
747610;1424318
1431138;956042
66914;910438
1207386;147329
916140;1010108
1593702;1472156
94496;69894
1137530;310749
1768435;356562
72147;316834
1366722;1275901
1796824;1269501
1387396;1361815
1501825;1453065
232572;364583
73220;1180520
908949;1218527
1023596;1605429
1417976;1547990
1352185;1361815
164784;1017254
476394;31350
579773;986644
127103;1369647
1393918;298915
148875;1253601
1595122;848847
402724;1699467
1707499;845024
1349526;1137094
989187;1713610
777864;1000462
535049;745926
446831;958059
188435;31350
1348457;1623823
598789;1700909
1284694;1333158
1766615;630671
1539337;167889
1292428;155814
563404;1494232
265079;1557874
1644630;193936
117599;1333795
1688;520826
29841;1546852
1280519;1245347
1649711;1557031
1725461;1510428
628729;1399713
731109;62477
350626;574966
824020;754613
988813;867563
1366829;193936
758481;161623
1513246;1724306
1388;1063894
1674447;601150
193936;558617
313083;1713610
505143;1664829
844961;1122808
10889;272675
822868;562991
533918;1330140
193554;1159246
316117;1123136
794766;1724306
1404390;1546852
185553;832393
1460658;1264496
1292837;1813111
765817;529914
1613350;1380946
731271;1716356
1183563;1569375
313083;1778470
13407;747610
1794591;149844
1289923;619728
1494332;227494
771098;1449437
1674;230160
1669984;11895
1530371;1738682
181698;1605429
108390;75756
361368;1564209
706759;493721
1709747;1667187
309696;1365889
545983;282544
1472329;87791
637774;1521632
989187;538914
1296853;1588621
192821;1154133
404804;1100958
234643;1091367
1329644;161269
1705089;941119
404410;1114802
373515;600962
1331044;162256
1289430;1152767
364042;198536
240820;573567
1038942;818681
1185599;1515215
382732;1105034
719011;1005427
527709;364042
1709287;1031492
1190613;1032800
856447;1039487
1304089;910438
357869;728297
1277186;1699565
844961;1253601
681381;1549602
849468;1605429
703774;1725461
1788564;1739009
865609;1623823
764200;237528
1576864;536083
1119309;255264
897687;927670
1421983;303506
252754;385606
1574828;956042
236116;1588621
210635;916140
1226599;77161
1084323;1660204
304184;398591
176769;661497
1014505;1442736
278968;882228
1216380;1561863
226082;515036
1529716;1692996
1358953;1521513
1586812;539040
582745;15883
221938;681007
523061;821061
911753;1716356
1575397;1670048
1239507;579773
804213;789711
1552804;1546718
211926;449364
292320;1560863
674499;1637245
1028584;1431138
1249308;1063894
221287;1041107
1011709;408900
868042;193554
1333158;28916
237528;683433
241752;885045
537828;712173
1423516;1404390
545983;473070
1502707;92058
1010108;1563857
1700909;695700
496663;1435983
176769;716692
1162061;659904
797742;759219
601863;1552205
678483;618979
1268785;1776275
1508438;1024814
488010;1114802
40380;5781
159118;1485153
805263;171006
1776275;215653
1259022;1803942
582745;654655
794766;978071
66914;1140107
1536770;618979
325970;1724306
658272;1337573
1768292;267718
400899;1393469
