id	title	page_start	page_end	year	citations	conference	keywords
1506965	Implementation Strategy for ISDN in the Deutsche Bundespost's Network.	1053	1056	1986	1	International Conference on Communications	['Integrated Services Digital Network', 'Computer science', 'Computer network']
1508438	Skipping Strategies for Efficient Structural Joins	196	207	2004	2	Database Systems for Advanced Applications	['Data mining', 'Data structure', 'Joins', 'Database query', 'XML', 'Computer science', 'B-tree', 'Adaptive algorithm', 'Database', 'Overhead (business)']
1512767	GnT: A solver for disjunctive logic programs	331	335	2004	29	International Conference on Logic Programming	['Programming language', 'Computer science', 'Theoretical computer science', 'Stable model semantics', 'Declarative programming', 'Logic programming', 'Answer set programming', 'Well-founded semantics', 'Functional logic programming', 'Discrete mathematics', 'Horn clause', 'Inductive programming', 'Algorithm']
1513246	Interval Method for Solving Non-linear Equations.	181	186	2006	0	International MultiConference of Engineers and Computer Scientists	['Applied mathematics', 'Mathematical optimization', 'Nonlinear system', 'Coefficient matrix', 'System of linear equations', 'Computer science', 'Relaxation (iterative method)', 'Numerical partial differential equations', 'Multigrid method', 'Independent equation', 'Simultaneous equations']
1515215	UFOme: A User Friendly Ontology Mapping Environment.			2007	3	Semantic Web Applications and Perspectives	['Ontology (information science)', 'Ontology alignment', 'Ontology-based data integration', 'World Wide Web', 'Information retrieval', 'Process ontology', 'Web mapping', 'Computer science', 'Open Biomedical Ontologies', 'Suggested Upper Merged Ontology', 'Upper ontology']
1515229	Self*- Properties in NASA Mission.	66	72	2005	16	Software Engineering Research and Practice	['Aeronautics', 'Computer science']
1517195	A holonic multi-agent system for robust, flexible, and reliable medical diagnosis	1017	1030	2003	16	Lecture Notes in Computer Science	['Architecture', 'Computer science', 'Decision support system', 'Multi-agent system', 'Pattern matching', 'Holarchy', 'Medical diagnosis', 'Distributed computing', 'The Internet']
1518885	Evaluation of Recent Research in Mobile Agent Platforms for Mobile Devices.	331	336	2004	0	International Conference on Enterprise Information Systems	['Mobile technology', 'Mobile computing', 'Computer science', 'Mobile station', 'Mobile agent', 'Computer network', 'Knowledge management', 'Mobile device', 'Mobile Web', 'Radio access network']
1519481	Efficient Sensor Placement for Surveillance Problems	301	314	2009	13	Distributed Computing in Sensor Systems	['Randomized algorithm', 'Combinatorics', 'Mathematical optimization', 'Weight function', 'Monte Carlo algorithm', 'Vertex (geometry)', 'Computer science', 'Greedy algorithm', 'Wireless sensor network', 'Lambda', 'Distributed computing', 'The Intersect']
1521045	Collaborative Technology and Environments.	3079	3080	2009	0	Journal of Universal Computer Science	['Computer science', 'Knowledge management']
1521632	Volume Manufacturing - ICs and Boards: DFT to the Rescue?	212	213	1996	0	VLSI Test Symposium	['Manufacturing engineering', 'Engineering']
1524040	INTEXP- A Domain-Independent Expert System.	129	135	1984	1	Artificial Intelligence: Methodology, Systems, Applications	['Computer science', 'Expert system', 'Human–computer interaction', 'Natural language processing', 'Artificial intelligence', 'Legal expert system']
1525688	IMPLEMENTATION OF EPS_T2DM - Implementation of Early Prediction System for Type 2 Diabetes Mellitus	254	257	2008	0	International Conference on Health Informatics	['Diabetes mellitus', 'Computer science', 'Knowledge management', 'Intensive care medicine', 'Type 2 Diabetes Mellitus', 'Prediction system']
1527892	Securing legacy firefox extensions with SENTINEL	122	138	2013	12	International Conference on Detection of intrusions and malware, and vulnerability assessment	['Browser security', 'World Wide Web', 'Vulnerability (computing)', 'Web browser', 'Computer science', 'Computer security', 'WYCIWYG', 'Password', 'JavaScript']
1529716	Ora – Save the Forest! Designing a Social Impact Game	84	91	2014	0	International Conference on Entertainment Computing	['Data science', 'Ecosystem management', 'World Wide Web', 'Computer science', 'Effective method', 'Game design', 'Scientific modelling', 'Social impact']
1531151	A Detecting Sensor as Interface for Children with Severe Physical Disabilities	391	397	2014	1	International Conference on Universal Access in Human-Computer Interaction	['Scratch', 'Psychology', 'Intuition', 'Cerebral palsy', 'Software', 'Physical medicine and rehabilitation', 'Open source software']
1533899	An Estimation for the Average Error of the Chebyshev Interpolation in Wiener Space	37	43	2011	0	international conference on Information Computing and Applications	['Chebyshev polynomials', 'Chebyshev nodes', 'Nearest-neighbor interpolation', 'Discrete mathematics', 'Polynomial interpolation', 'Mathematical analysis', 'Interpolation', 'Stairstep interpolation', 'Chebyshev filter', 'Mathematics', 'Chebyshev iteration']
1534384	Morphic Images of Gauss Codes.	144	156	1993	3	Developments in Language Theory	['Gauss', 'Algebra', 'Pure mathematics', 'Mathematics']
1534806	Body Movement in Music Information Retrieval	45	50	2009	18	International Symposium/Conference on Music Information Retrieval	['Music information retrieval', 'Computer science', 'Speech recognition', 'Pop music automation', 'Multimedia']
1535012	High-Speed Event Counting and Classification Using a Dictionary Hash Technique.	71	75	1989	12	International Conference on Parallel Processing	['Computer science', 'Theoretical computer science', 'Hash function']
1535111	Usability Evaluation of Hospital Websites in Nigeria: What Affects End Users’ Preferences?	430	434	2014	7	International Conference on Human-Computer Interaction	['Web presence', 'Empirical evidence', 'End user', 'Computer science', 'Usability', 'Aesthetic design', 'Multimedia', 'Health information', 'The Internet']
1397698	A Measure of the Conformity of a Mesh to an Anisotropic Metric.			2001	7	IMR	['Anisotropy', 'Mathematical analysis', 'Geometry', 'Conformity', 'Mathematics']
1399713	Virtuelle Anprobe im Internet	381	384	2010	0	Mensch &amp; Computer	['Internet privacy', 'Business', 'The Internet']
1403037	PESOS: a Tool for Query Evaluation on Object Stores Organizations.	107	124	1993	0	SEBD	['Query optimization', 'Web search query', 'RDF query language', 'Query language', 'World Wide Web', 'Information retrieval', 'Query expansion', 'Computer science', 'Sargable', 'Web query classification']
1406868	WebA Mobile (Web Analysis Mobile): Assistance Tool for the Design and Evaluation of Websites for Mobile Devices	129	139	2009	5	Interacci&oacute;n (selected papers)	['Mobile technology', 'Mobile computing', 'Mobile search', 'World Wide Web', 'Best practice', 'Computer science', 'Usability', 'Mobile device', 'Mobile Web', 'Wireless Application Protocol', 'Multimedia']
1410082	Performance Comparison of Wireless Sensor Networks for Different Sink Speeds	243	254	2013	0	ITCS	['Key distribution in wireless sensor networks', 'Software deployment', 'Computer science', 'Computer network', 'Ranging', 'Dissemination', 'Goodput', 'Wireless sensor network', 'Energy consumption', 'Sink (computing)']
1411852	Peer Rewiring in Semantic Overlay Networks under Churn - (Short Paper).	573	581	2010	0	OTM Conferences (1)	['World Wide Web', 'Computer science', 'Computer network', 'Overlay network']
1418546	The impact of the shape of antibody recognition regions on the emergence of idiotypic networks.	281	313	2005	9	IJUC	['Computer science', 'Artificial intelligence']
1419368	Creating online discursive spaces that legitimate alternative ways of knowing.	731	739	2002	5	ASCILITE	['Praxis', 'Political science', 'Cultural group selection', 'Formality', 'Indigenous', 'Public relations', 'Models of communication', 'Cultural diversity', 'Hegemony', 'Epistemology', 'Online discussion']
1424008	In Situ Microassembly	177	185	2008	0	International Precision Assembly Seminar	['Rapid prototyping', 'Microelectromechanical systems', 'Mechanical engineering', 'Control engineering', 'Lithography', 'Engineering', 'Integrated circuit', 'Projection micro-stereolithography', 'Mechanical system']
1424318	Workshop: Mastery of Pattern Concepts through Pattern Writing.	478	479	2000	0	TOOLS (33)	['Computer science', 'Artificial intelligence']
1426046	A Study on the Electrical Properties of the BaTiO3 Ceramic Thin Films	361	367	2011	0	International Conference on Grid and Distributed Computing	['Ceramic', 'Composite material', 'Temperature coefficient', 'Sputter deposition', 'Annealing (metallurgy)', 'Thin film', 'Materials science', 'Thermistor', 'Carbon film', 'Electrical resistivity and conductivity']
1427644	Evaluating Data Quality of Software Effort Metrics.			2008	0	ICIQ	['Data quality', 'Software engineering', 'Software quality analyst', 'Computer science', 'Software quality control', 'Software', 'Software quality', 'Software verification and validation']
1428698	Resolution Limits Of Time And Space Correlated Single Photon Counting (TSCSPC).	92	98	2008	0	ITSL	['Photon counting', 'Spacetime', 'Optics', 'Physics']
1429480	Fuzzy Arithmetic for Uncertainty Analysis	235	240	2013	3	On Fuzziness (1)	['Fuzzy classification', 'Defuzzification', 'Fuzzy set operations', 'Computer science', 'Fuzzy logic', 'Fuzzy set', 'Artificial intelligence', 'Fuzzy control system', 'Fuzzy number', 'Type-2 fuzzy sets and systems', 'Machine learning']
1431982	Communication the other Half of Office automation.	113	119	1985	0	Australian Computer Journal	['Telecommunications', 'Engineering', 'Office automation']
1436831	Classified Advertisement Analysis in the Context of an Expert System in Ad Matching.	33	47	1984	1	Natural Language Understanding and Natural Language Understanding Workshop	['Data mining', 'Information retrieval', 'Computer science', 'Expert system']
1441238	A Trace-Based Framework for supporting Digital Object Memories.	39	44	2009	5	Intelligent Environments (Workshops)	['Home automation', 'Real-time computing', 'Digital object', 'Human–computer interaction', 'Engineering', 'Abstraction layer']
1449437	An Instrumentation Solution for Reliable Three-Tier Applications.			1999	0	Int. CMG Conference	['Computer science', 'Instrumentation', 'Embedded system']
1450348	Gossiping in Inclined LEO Satellite Networks.	166	180	1999	4	SIROCCO	['Satellite', 'Computer science', 'Computer network', 'Gossip']
1453948	devd: a device configuration daemon	2	2	2003	1	BSDC'03 Proceedings of the BSD Conference 2003 on BSD Conference	['Kernel (linear algebra)', 'Computer science', 'Thread (computing)', 'Implementation', 'Rendering (computer graphics)', 'Extensibility', 'Daemon', 'Embedded system']
1454243	Investigation and Application on Appreciation Methods of Art among Students in Comprehensive Colleges and Universities	341	345	2012	1	ICFCE	['Aesthetics', 'Instant', 'Passion', 'Mathematics education', 'Art', 'Aesthetic experience', 'Art criticism']
1456321	Illuminant influence on the reconstruction of NIR spectra	536	541	2003	0	PICS	['Computer simulation', 'Spectral power distribution', 'Multispectral image', 'Near-infrared spectroscopy', 'Remote sensing', 'Optics', 'Spectral line', 'Standard illuminant', 'Materials science', 'Radiance', 'Principal component analysis']
1456877	Toward Accurate and Robust 2-D/3-D Registration of Implant Models to Single-Plane Fluoroscopy	97	106	2013	1	AE-CAI	['Computer vision', 'Similarity measure', 'Computer science', 'Silhouette', 'Fine-tuning', 'Robustness (computer science)', 'Fluoroscopy', 'Medical physics', 'Artificial intelligence', 'Initialization', 'Shape context']
1466306	Design Principles for Ontological Support of Bayesian Evidence Management	163	178	2010	3	Proceedings of the 2010 conference on Ontologies and Semantic Technologies for Intelligence	['Data science', 'Design elements and principles', 'Ontology', 'Causality', 'Bayesian inference', 'Domain knowledge', 'Computer science', 'Evidential reasoning approach', 'Bayesian probability']
1470692	Principles of Screenography.			2007	1	CAiSE Forum	['World Wide Web', 'Web page', 'Computer science', 'Reification (Marxism)', 'Web information', 'Comprehension']
1472329	Development of Communication Software by Stepwise Refinement	391	404	1987	3	Proceedings of the IFIP WG6.1 Seventh International Conference on Protocol Specification, Testing and Verification VII	['Software engineering', 'Computer science', 'Top-down and bottom-up design', 'Software']
1475397	Recovering Resources in the π-calculus.	605	618	2004	0	IFIP TCS	['π-calculus', 'Pure mathematics', 'Mathematics']
1475560	An efficient authentication scheme for contactless smartcards using elliptic curve cryptography.	28	33	2006	2	Communication, Network, and Information Security	['Mutual authentication', 'Hardware security module', 'Computer science', 'Computer security', 'Usability', 'Smart card', 'Computer network', 'Access control', 'Software portability', 'Elliptic curve cryptography', 'Payment']
1478454	ORE: A Framework to Measure Organizational Risk Du	675	686	2009	0	ISD (2)	['Information system', 'Architecture', 'Natural resource economics', 'Computer science', 'Risk analysis (engineering)', 'Risk management', 'Design science', 'Fixed point']
1479534	TALP: Xgram-based spoken language translation system.	85	90	2004	12	IWSLT	['Rule-based machine translation', 'Example-based machine translation', 'Tuple', 'Computer science', 'Machine translation', 'Text corpus', 'Machine translation software usability', 'Artificial intelligence', 'Natural language processing', 'Computer-assisted translation', 'Language model']
1482973	Enterprise Agents Solving Conflicts: Thecobac Approach.	952	958	2001	0	GI Jahrestagung (2)	['Autonomous agent', 'Intelligent agent', 'Agent-based social simulation', 'Knowledge management', 'Agent architecture', 'Business']
1485153	XNODE: Fast Retrieval of XML Data from Relational Tables.	216	221	2002	3	ISDB	['Semi-structured data', 'Efficient XML Interchange', 'Streaming XML', 'Information retrieval', 'Computer science', 'XML validation', 'Document Structure Description', 'XML database', 'XML schema', 'Database', 'XML Schema Editor']
1486661	Business process lines and decision tables driving flexibility by selection	178	193	2012	8	SC'12 Proceedings of the 11th international conference on Software Composition	['Artifact-centric business process model', 'Business process management', 'Business process', 'Process modeling', 'Business process modeling', 'Engineering', 'Business process discovery', 'Business Process Model and Notation', 'Business rule', 'Process management']
1494232	Garbage Cut for Garbage Collection of Iterative Prolog Programs.	276	283	1986	4	SLP	['Garbage', 'Programming language', 'Computer science', 'Manual memory management', 'Mark-compact algorithm', 'Parallel computing', 'Prolog', 'Garbage collection']
1506273	Navigation in Electronic Worlds.			1997	85	CHI Extended Abstracts	['Computer science', 'Human–computer interaction']
1509457	Detecting change in burnt landscapes using a terrestrial LiDAR system	1	10	2012	0	GSR_2 Symposium	['Meteorology', 'Prescribed burn', 'Vegetation', 'Laser scanning', 'Understory', 'Remote sensing', 'Lidar', 'Accuracy and precision', 'Geography', 'Canopy']
1510428	Age Differences in Technophobia: An Irish Study	117	130	2009	7	ISD (1)	['Clinical psychology', 'Anxiety', 'Psychology', 'Irish', 'Computer experience', 'Technophobia', 'Cognition', 'Computer technology']
1516187	Specification of Audio/Video Exchange Based on the Reference Model of ODP	179	191	1994	0	Proceedings of the 3rd Intermational Conference on Broadband Islands: Connecting with the End-User	['Reference model', 'Computer science', 'Multimedia']
1517802	Petroleum Reservoir Simulation on the CRAY-1 and on the FPS-164.	191	199	1982	1	IMACS World Congress	['Petroleum engineering', 'Reservoir modeling', 'Geology', 'Petroleum reservoir']
1519294	Using Cyclic String Matching to Find Rotational and Reflectional Symmetries in Shapes	164	179	1996	2	Intelligent Robots: Sensing, Modeling and Planning [Dagstuhl Workshop, September 1-6, 1996]	['String searching algorithm', 'Discrete mathematics', 'Theoretical physics', 'Mathematics', 'Homogeneous space']
1519977	The Management of Spatial and Temporal Constraints in GIS using Pictorial Interaction on the Web.	92	105	2004	1	CAiSE Workshops (1)	['World Wide Web', 'Computer science']
1520693	Study on Transformed Keywords Identification in Spam Filtering	689	697	2012	0	International Conference on Trustworthy Computing and Services	['Data mining', 'World Wide Web', 'Identification scheme', 'Computer science', 'Filter (signal processing)']
1521063	WWWPal - A System for Analysis and Synthesis of Web Pages.			1998	8	WebNet	['Web search engine', 'Static web page', 'World Wide Web', 'Web page', 'Doorway page', 'Computer science', 'Data Web', 'HTML', 'Client-side scripting', 'Web server']
1521201	Querying and Splitting Techniques for SBA: A Model Checking Based Approach	105	122	2011	0	ISMIS Industrial Session	['Query language', 'Web service composition', 'Model checking', 'Business process', 'Computer science', 'Slicing', 'Fragmentation (computing)', 'Web service', 'Database', 'Business rule']
1521513	Softwareschutz durch Patent- und urheberrecht	485	492	2010	0	Computer Und Recht: Forum für die Praxis des Rechts der Datenverargeitung, Information und Automation	['Humanities', 'Philosophy', 'Linguistics']
1527533	Evolutionary Path to Network Storage Management.	185	198	1991	2	USENIX Winter	['Network storage', 'Computer science', 'Computer network']
1529367	A New Aesthetic Dsign Workflow - Results from the European Project FIORES	16	30	2000	16	CAD Tools and Algorithms for Product Design [Dagstuhl Seminar, November 1998]	['Virtual model', 'Software engineering', 'Systems engineering', 'Computer science', 'Computer-aided', 'Aesthetic design', 'Point cloud', 'Workflow', 'Design intent', 'Automotive industry']
1530371	Extending Test and Evaluation Modeling and Simulation Capabilities with Gaming Technology (abstract).			2009	0	HSC	['Systems engineering', 'Modeling and simulation', 'Human–computer interaction', 'Engineering']
1530546	A Serious Game Design Combining Simulation and Sandbox Approaches	52	59	2013	1	44th International Simulation and Gaming Association Conference, ISAGA 2013 and 17th IFIP WG 5.7 Workshop on Experimental Interactive Learning in Industrial Management; Stockholm; Sweden; 24 June 2013 through 28 June 2013	['Sandbox (computer security)', 'Vocational education', 'Computer science', 'Game design', 'Mechatronics', 'Instructional design', 'Multimedia']
1536250	Mixed Reality Techniques for Visualizations in a 3D Information Space.	259	270	2007	0	SimVis	['Computer science', 'Human–computer interaction', 'Information space', 'Mixed reality', 'Multimedia']
1536770	Spoken language system integration and development.			1990	18	Conference of the International Speech Communication Association	['Computer science', 'Speech recognition', 'Universal Networking Language', 'Natural language processing', 'Artificial intelligence', 'Spoken language', 'System integration']
1536811	Bulk-loading of a multidimensional file: algorithm and its performance evaluation.	303	310	2002	0	Computer Systems: Science & Engineering	['Computer science', 'Computational science', 'Distributed computing']
1537476	Furthering Distributed Participative Design			2009	16	Scandinavian Journal of Information Systems	['Information system', 'Participatory GIS', 'Participatory design', 'Computer science', 'Knowledge management', 'Design science', 'Action research', 'Management science']
1537870	Prediction of Insertion-Site Preferences of Transposons Using Support Vector Machines and Artificial Neural Networks	183	192	2014	0	Artificial Neural Networks in Pattern Recognition	['Genome', 'Radial basis function network', 'Pattern recognition', 'Computer science', 'Transposable element', 'Support vector machine', 'Functional genomics', 'Sleeping Beauty transposon system', 'Artificial intelligence', 'Artificial neural network', 'Machine learning']
1538262	Modeling and Verification of Components and Connectors	114	147	2011	11	Formal Methods	['Programming language', 'Computer science', 'Automaton', 'Communication channel', 'Glue code', 'Theoretical computer science']
1538985	The order of B-convergence of the Gaussian Runge-Kutta method	35	41	1986	16	Computing	['Convergence (routing)', 'Runge–Kutta methods', 'Differential equation', 'Mathematical optimization', 'Mathematical analysis', 'Gaussian', 'Initial value problem', 'Mathematics']
1539027	Learning Useful System Call Attributes for Anomaly Detection.	405	411	2005	25	The Florida AI Research Society	['Anomaly detection', 'Computer science', 'Spacetime', 'Anomaly-based intrusion detection system', 'System call', 'Artificial intelligence', 'Machine learning', 'Anomalous behavior']
1539337	Partial implication semantics for desirable propositions	606	611	2004	7	Principles of Knowledge Representation and Reasoning	['Incomplete knowledge', 'Intelligent agent', 'Proposition', 'Computer science', 'Algorithm', 'Classical logic', 'If and only if', 'Artificial intelligence', 'Semantics']
1541341	A Converse to the Ajtai-Dwork Security Proof and its Cryptographic Implications			1998	12	Electronic Colloquium on Computational Complexity	['Converse', 'Discrete mathematics', 'Algebra', 'Cryptography', 'Algorithm', 'Mathematics']
1543088	Teaching Project Management Skills: An Example of Collaboration between a University and the Local PMI Chapter			2010	2	Americas Conference on Information Systems	['Project management 2.0', 'Computer science', 'Knowledge management', 'Program management', 'OPM3', 'Project charter', 'Student learning', 'Project management']
1543681	An Adequate Representation of Medical Data Based on Partial Set Approximation	120	128	2013	2	Computer Information Systems and Industrial Management Applications	['Imperfect', 'Computer science', 'Computer-aided', 'Set approximation', 'Rough set', 'Theoretical computer science', 'Health informatics', 'Medical diagnosis']
1544043	An Application of Knowledge Discovery Techniques on Stock Market.	83	86	2004	0	Computers and Their Applications	['Data science', 'Computer science', 'Knowledge extraction', 'Stock market', 'Distributed computing']
1544867	Manipulating descriptions of programs for database access	21	24	1983	5	International Joint Conference on Artificial Intelligence	['Database access', 'Data structure', 'Programming language', 'Computer science', 'CODASYL', 'Prolog', 'Relational algebra', 'Automatic programming']
1546088	An automatic music transcription based on translation of spectrum and sound path estimation	532	540	2011	1	International Conference on Neural Information Processing	['Fundamental frequency', 'Pattern recognition', 'Computer science', 'Speech recognition', 'Synthetic data', 'Non-negative matrix factorization', 'Artificial intelligence', 'Microphone', 'Generative model']
1546711	Scaleability of a Binary Tree on a Hypercube.	661	668	1986	6	International Conference on Parallel Processing	['Scapegoat tree', 'Combinatorics', 'Computer science', 'K-ary tree', 'Self-balancing binary search tree', 'Parallel computing', 'Threaded binary tree', 'Binary tree', 'Optimal binary search tree', 'Red–black tree', 'Random binary tree']
1546718	Fixed point multistage DS-CDMA receivers *	347	358	1999	2	Annales Des Télécommunications	['Decorrelation', 'Electronic engineering', 'Fixed point', 'Code division multiple access', 'Mathematics', 'Spread spectrum', 'Bit error rate']
1546852	Efficient locally linear embeddings of imperfect manifolds	188	201	2003	28	Machine Learning and Data Mining in Pattern Recognition	['Clustering high-dimensional data', 'Disjoint sets', 'Dimensionality reduction', 'Embedding', 'Iterative method', 'Computer science', 'Outlier', 'Curse of dimensionality', 'Artificial intelligence', 'Manifold', 'Machine learning']
1547416	Linking Expert-Systems and Interactive Video for Medical Education	625	628	1991	0	Medical Informatics Europe	['Interactive video', 'Medical decision making', 'Expert system', 'Patient examination', 'Medicine', 'Multimedia']
1549602	Unit-wide notification of ventilator disconnections.	951	951	2005	2	American Medical Informatics Association Annual Symposium	['Intensive care unit', 'Ventilator alarms', 'Patient safety', 'Mechanical ventilators', 'Root cause analysis', 'Harm', 'Medical emergency', 'Disconnection', 'Medicine']
1549638	Collaborative Facial Landmark Localization for Transferring Annotations Across Datasets	78	93	2014	23	European Conference on Computer Vision	['Computer vision', 'Pattern recognition', 'Computer science', 'Matching (graph theory)', 'Nonparametric statistics', 'Exploit', 'Active appearance model', 'Artificial intelligence', 'Landmark', 'Machine learning']
1549905	A High-Speed Character Contour-Fill Method Using an Edge-Flag List.	75	78	1994	0	Journal of Machine Vision and Applications	['Computer vision', 'Pattern recognition', 'Binary image', 'Contour line', 'Artificial intelligence', 'Pixel', 'Bitmap', 'Mathematics', 'Kanji', 'Chain code']
1552205	A Course-Grain Multicomputer Algorithm for the Minimum Cost Parenthesization Problem.	480	486	2009	1	Parallel and Distributed Processing Techniques and Applications	['Computer science', 'Parallel computing', 'Distributed computing']
1552663	Mathematical Description and Specification of Software.	354	359	1994	19	IFIP Congress	['Software design', 'Software design description', 'Software engineering', 'Computer science', 'Language Of Temporal Ordering Specification', 'Formal methods', 'Software requirements specification', 'Software construction', 'Software verification and validation', 'Functional specification']
1555134	Personalized context-aware presentation of information to mobile users	395	402	2003	0	International Conference WWW/Internet	['Mobile technology', 'Mobile computing', 'Mobile search', 'World Wide Web', 'Computer science', 'Mobile Web', 'Multimedia']
1556219	FaRM: fast reconfiguration manager for reducing reconfiguration time overhead on FPGA	253	260	2011	28	Applied Reconfigurable Computing	['Control theory', 'Overclocking', 'Computer science', 'Advanced Encryption Standard', 'Parallel computing', 'Field-programmable gate array', 'Real-time computing', 'Run-length encoding', 'Throughput', 'Bitstream', 'Control reconfiguration', 'Embedded system']
1557874	Agents and Clinical Guidelines: Filling the Semantic Gap	67	76	2007	1	Conference on Artificial Intelligence Research and Development	['Information system', 'Ontology (information science)', 'Ontology', 'Intelligent agent', 'Knowledge representation and reasoning', 'Medical terminology', 'Computer science', 'Semantic gap', 'Knowledge management', 'Multi-agent system']
1560356	Comparison of EM-Based Algorithms and Image Segmentation Evaluation	76	86	2014	2	International Conference on Intelligent Computing	['Scale-space segmentation', 'Pattern recognition', 'Computer science', 'Image texture', 'Segmentation', 'Expectation–maximization algorithm', 'Algorithm', 'Segmentation-based object categorization', 'Image segmentation', 'Artificial intelligence', 'Region growing', 'Cluster analysis']
1560863	Queue Management and QoS Routing for Traffic Differentiation.	209	215	2005	1	International Conference on Internet Computing	['Weighted random early detection', 'Link-state routing protocol', 'Dynamic Source Routing', 'Policy-based routing', 'Static routing', 'Computer science', 'Computer network', 'Adaptive quality of service multi-hop routing', 'Queue management system', 'Routing protocol', 'Distributed computing']
1561863	Personalized Multi-day Trips to Touristic Regions: A Hybrid GA-VND Approach	194	205	2014	2	European conference on Evolutionary Computation in Combinatorial Optimization	['Orienteering', 'Computer science', 'Operations research', 'TRIPS architecture', 'Genetic algorithm']
1562509	Development of portable electrocardiogram signal generator	595	601	2011	0	international conference on Information Computing and Applications	['Serial communication', 'Signal processing', 'ARM architecture', 'Computer science', 'Signal generator', 'Chip', 'Integrated circuit design', 'Microcontroller', 'Computer hardware', 'USB']
1563810	Extraction of Statements in News for a Media Response Analysis	1	12	2013	6	Applications of Natural Language to Data Bases	['Automatic summarization', 'Data mining', 'Response analysis', 'Information retrieval', 'Computer science', 'Sentiment analysis', 'Newspaper', 'Information extraction', 'Artificial intelligence', 'Natural language processing', 'Cluster analysis', 'Sentence']
1565496	The CSTL processor: a tool for automated conceptual schema testing	349	352	2011	6	International Conference on Conceptual Modeling	['Data mining', 'Conceptual schema', 'Programming language', 'Conceptual model', 'Computer science', 'Correctness', 'Test case', 'Completeness (statistics)', 'Schema (psychology)', 'Database', 'Computation']
1568173	Never Mind the Functionality, Look At the Graphics! A Cautionary Tale.			1995	0	IEEE Computer	['Graphics', 'Computer graphics (images)', 'Computer science']
1568722	Progress on X.25.	414	417	1984	1	International Conference on Computer Communications	['Computer science', 'Computer network', 'Computational science', 'X.25']
1569375	Optimal discriminative training for HMMs to recognize noisy speech.			1992	5	Conference of the International Speech Communication Association	['Pattern recognition', 'Computer science', 'Speech recognition', 'Artificial intelligence', 'Discriminative model']
1570380	Definability on finite structures and the existence of one-way functions	299	314	1994	9	Logic in Computer Science	['Complexity class', 'Quantum complexity theory', 'Discrete mathematics', 'Parameterized complexity', 'Structural complexity theory', 'Combinatorics', 'Sparse language', 'Descriptive complexity theory', 'One-way function', 'Mathematics', 'Fast-growing hierarchy']
1572317	A Dynamic Buffer Management of Hybrid Solid State Disk for Media Applications	267	279	2012	1	International Conference on IT Convergence and Security, ICITCS	['Multi-level cell', 'Flash memory', 'Flash file system', 'Computer science', 'Decision function', 'Dynamic data', 'Solid-state', 'Embedded system']
1573833	Towards a Multilingual Medical Lexicon	534	538	2006	8	American Medical Informatics Association Annual Symposium	['Normalization (statistics)', 'Multilingualism', 'Computer science', 'Cooperative behavior', 'Lexicon', 'Natural language processing', 'Artificial intelligence', 'Health informatics', 'Unified Medical Language System', 'Semantics']
1574828	Task-Driven and Cooperative-Working Based Compiler Principle Teaching Reform	448	451	2011	0	International Conference on Computer Science, Environment, Ecoinformatics, and Education	['Constructivist teaching methods', 'Computer science', 'Compiler', 'Teaching method', 'Mathematics education']
1575397	Defeasible logic graphs: II. Implementation	295	306	1998	16	Decision Support Systems	['Graph', 'Computer science', 'Defeasible logic', 'Decision support system', 'Non-monotonic logic', 'Artificial intelligence', 'Defeasible estate']
1576864	On the complexity of the MPA problem in probabilistic networks	675	679	2002	20	European Conference on Artificial Intelligence	['Mathematical optimization', 'Computer science', 'Generalized assignment problem', 'Posterior probability', 'Function problem', 'Probabilistic logic', 'Time complexity', 'Linear bottleneck assignment problem', 'Computational complexity theory', 'Probabilistic networks']
1577540	Planning with graded fluents and actions	1711	1712	2005	0	International Joint Conference on Artificial Intelligence	['Discrete mathematics', 'Planning algorithms', 'Computer science', 'Planning Domain Definition Language']
1580328	Role-Based and Agent-Oriental Teamwork Modeling.			2002	3	International Conference on Artificial Intelligence	['Teamwork', 'Computer science', 'Knowledge management']
1581160	Analysis of chord progression by HPSG	305	310	2006	13	International conference on Artificial intelligence and applications	['Head-driven phrase structure grammar', 'Knowledge representation and reasoning', 'Computer science', 'Phrase structure grammar', 'Feature structure', 'Grammar', 'Natural language', 'Artificial intelligence', 'Natural language processing', 'Parsing', 'Chord (music)']
1581292	Exploring Intranets: Why and How to Study Intranets in French Firms?	499	505	2000	0	International Conference on Enterprise Information Systems	['Computer science', 'Knowledge management']
1581815	Shaping Knowledge Within Artifacts - Guest Editors' Introduction.	3	5	1989	1	IEEE Intelligent Systems	['Data science', 'Computer science', 'Knowledge management']
1586417	Modularizing Ontologies for the Construction of E-mathcal{SHIQ} Distributed Knowledge Bases	192	206	2014	1	Hellenic Conference on Artificial Intelligence	['Distributed knowledge', 'Ontology (information science)', 'Ontology', 'Data mining', 'Locality', 'Distributed reasoning', 'Computer science', 'Description logic', 'Modular programming', 'Reusability']
1586857	Manager: Superdistribution and the Economics of Bits.	22	24	1997	0	IEEE Software	['Software engineering', 'Computer science']
1593702	Uncertainty treatment in the rule interchange format: from encoding to extension	95	107	2008	10	Uncertainty Reasoning for the Semantic Web	['Knowledge Interchange Format', 'Knowledge representation and reasoning', 'Computer science', 'Truth value', 'Fuzzy logic', 'Description logic', 'Rule Interchange Format', 'Theoretical computer science', 'Rotation formalisms in three dimensions', 'Semantic Web Rule Language']
